Date,Username,User tag,Content,Mentions,link
"2020-03-17,10:50:56",".misoudon","#0","你俩在上高数","",""
"2020-03-17,10:51:03",".misoudon","#0","我问你俩有屁用","",""
"2020-03-17,10:52:14","然_","#5256","呐，是这样吗，拱门纳塞，让你看到不愉快的事情了，果然是不喜欢我的吧，呐（哭腔","",""
"2020-03-17,10:53:02",".misoudon","#0","你在。。。说些啥","",""
"2020-03-17,10:54:03","然_","#5256","👍","",""
"2020-03-17,10:56:41","然_","#5256","William我想回家","",""
"2020-03-17,10:57:53",".misoudon","#0","我想eva
我后悔不去学校了","",""
"2020-03-17,10:58:11",".misoudon","#0","要不咱俩换换？","",""
"2020-03-17,10:59:03","itwillbe_fine","#0","我想你，如果真的可以，我想躺在William 的床上闻着William的香气和Willam在梦中相见","",""
"2020-03-17,10:59:21",".misoudon","#0","woc","",""
"2020-03-17,10:59:55",".misoudon","#0","你tmd平常跟于冬怡该不会发这些东西吧","",""
"2020-03-17,11:00:02",".misoudon","#0","怎么这么熟练","",""
"2020-03-17,11:00:05","itwillbe_fine","#0","我只给你发宝贝","",""
"2020-03-17,11:00:14","itwillbe_fine","#0","💋","",""
"2020-03-17,11:00:15",".misoudon","#0","wow","",""
"2020-03-17,11:02:35","white_give","#0","恰饭","",""
"2020-03-17,11:04:50","然_","#5256","喂我吃","",""
"2020-03-17,11:16:43","Deleted User","#0000","https://tenor.com/view/elmo-shrug-gif-5094560","",""
"2020-03-17,11:28:06","white_give","#0","wdnmd","",""
"2020-03-17,11:28:16",".misoudon","#0","？","",""
"2020-03-17,11:29:03","white_give","#0","lol吗","",""
"2020-03-17,11:29:14",".misoudon","#0","还在床上","",""
"2020-03-17,11:29:20","white_give","#0","<@456226577798135808>","Deleted User#0000",""
"2020-03-17,11:29:26","white_give","#0","起来woc","",""
"2020-03-17,11:29:29",".misoudon","#0","嘻嘻","",""
"2020-03-17,11:42:35","然_","#5256","我打","",""
"2020-03-17,14:09:55","Deleted User","#0000","https://tenor.com/view/nervous-shook-gif-10678193","",""
"2020-03-17,14:57:38","然_","#5256","好嗨哦","",""
"2020-03-17,17:51:30",".misoudon","#0","_play closer","",""
"2020-03-17,17:51:32","Octave","#8315","","",""
"2020-03-17,17:51:32","Octave","#8315","","",""
"2020-03-17,18:17:03","Deleted User","#0000","<@!541521753587974154>","我是帅哥#9782",""
"2020-03-17,18:20:02",".misoudon","#0","_play whoa","",""
"2020-03-17,18:20:03","Octave","#8315","","",""
"2020-03-17,18:20:03","Octave","#8315","","",""
"2020-03-17,18:20:30",".misoudon","#0","_remove","",""
"2020-03-17,18:20:31","Octave","#8315","","",""
"2020-03-17,18:20:52",".misoudon","#0","_play xxxtentacion whoa","",""
"2020-03-17,18:20:54","Octave","#8315","","",""
"2020-03-17,18:23:26","Octave","#8315","","",""
"2020-03-17,19:12:41",".misoudon","#0","_play talk","",""
"2020-03-17,19:12:43","Octave","#8315","","",""
"2020-03-17,19:12:43","Octave","#8315","","",""
"2020-03-17,19:16:19",".misoudon","#0","_play boss bitch","",""
"2020-03-17,19:16:20","Octave","#8315","","",""
"2020-03-17,19:16:20","Octave","#8315","","",""
"2020-03-17,19:33:45",".misoudon","#0","_play 50 feet","",""
"2020-03-17,19:33:46","Octave","#8315","","",""
"2020-03-17,19:33:46","Octave","#8315","","",""
"2020-03-17,19:38:16",".misoudon","#0","_play run free","",""
"2020-03-17,19:38:18","Octave","#8315","","",""
"2020-03-17,19:38:18","Octave","#8315","","",""
"2020-03-18,10:59:03","然_","#5256","打吗","",""
"2020-03-18,11:05:34","Deleted User","#0000","你没去上课？","",""
"2020-03-18,12:19:03",".misoudon","#0","_queue","",""
"2020-03-18,14:32:05",".misoudon","#0","_qeue","",""
"2020-03-18,14:32:11",".misoudon","#0","_queue","",""
"2020-03-18,14:36:31",".misoudon","#0","_play relationship","",""
"2020-03-18,14:36:32","Octave","#8315","","",""
"2020-03-18,14:36:53",".misoudon","#0","_play all we know","",""
"2020-03-18,14:36:54","Octave","#8315","","",""
"2020-03-18,14:37:03",".misoudon","#0","_play boss bitch","",""
"2020-03-18,14:37:05","Octave","#8315","","",""
"2020-03-18,14:45:19",".misoudon","#0","_queue","",""
"2020-03-18,14:50:19",".misoudon","#0","_skip","",""
"2020-03-18,14:50:19","Octave","#8315","","",""
"2020-03-18,15:00:55","Octave","#8315","","",""
"2020-03-18,15:00:57","Octave","#8315","","",""
"2020-03-18,15:00:57","Octave","#8315","","",""
"2020-03-18,15:01:17",".misoudon","#0","_play relationship","",""
"2020-03-18,15:01:18","Octave","#8315","","",""
"2020-03-18,15:04:12","Octave","#8315","","",""
"2020-03-18,15:20:53","Octave","#8315","","",""
"2020-03-18,15:24:55","Octave","#8315","","",""
"2020-03-18,15:28:56","Octave","#8315","","",""
"2020-03-18,15:32:12","Octave","#8315","","",""
"2020-03-18,16:01:53","Octave","#8315","","",""
"2020-03-18,16:05:55","Octave","#8315","","",""
"2020-03-18,16:09:56","Octave","#8315","","",""
"2020-03-18,16:13:12","Octave","#8315","","",""
"2020-03-18,16:42:54","Octave","#8315","","",""
"2020-03-18,16:46:55","Octave","#8315","","",""
"2020-03-18,16:50:56","Octave","#8315","","",""
"2020-03-18,16:54:12","Octave","#8315","","",""
"2020-03-18,17:23:54","Octave","#8315","","",""
"2020-03-18,17:27:55","Octave","#8315","","",""
"2020-03-18,17:31:56","Octave","#8315","","",""
"2020-03-18,17:35:12","Octave","#8315","","",""
"2020-03-18,18:04:54","Octave","#8315","","",""
"2020-03-18,18:08:56","Octave","#8315","","",""
"2020-03-18,18:12:57","Octave","#8315","","",""
"2020-03-18,18:16:13","Octave","#8315","","",""
"2020-03-18,18:45:55","Octave","#8315","","",""
"2020-03-19,23:51:17","然_","#5256","<@!534634605664403456> wanma",".misoudon#0",""
"2020-03-19,23:51:29",".misoudon","#0","睡了啊","",""
"2020-03-19,23:51:57",".misoudon","#0","再熬夜肾要没了","",""
"2020-03-19,23:52:05","然_","#5256","行","",""
"2020-03-29,11:57:55","Deleted User","#0000","Dear <@!534634605664403456>",".misoudon#0",""
"2020-03-29,11:57:58","Deleted User","#0000","We regret to inform you that your Credit Card titled ""Mum's Visa"" has been declinded, any of your latest purchases will not be processed due to suspicous activities. To unlock your card for further use, please confirm your recent purchases and total cost with your local bank.

The listing follows

- 1x Monster Horse ♥♥♥♥♥ (17') $89.99
- 1x Ultra HD Backdoor ♥♥♥♥♥ 9 $12.99
- 6x Magnum condoms (Small) $24.45
- 5x Bananas $7.00
- 5x Cucumbers $4.00
- 1x Durex Lube Bottle 750ml $19.99
- 1x Premium ""Next Day"" shipping $45.00
- 1x Regular Shopper's Discount (15%)","",""
"2020-03-29,12:03:20","Deleted User","#0000","@everyone 杯赛","",""
"2020-03-29,12:06:36","itwillbe_fine","#0","我可以","",""
"2020-03-29,12:07:07","Deleted User","#0000","其他人呢","",""
"2020-03-29,12:07:14","Deleted User","#0000","不会还没起床吧","",""
"2020-03-29,12:09:26","Deleted User","#0000","我还在上课","",""
"2020-03-29,12:09:39","itwillbe_fine","#0","行","",""
"2020-03-29,12:10:40",".misoudon","#0","上完课人齐了叫我","",""
"2020-03-29,12:52:30",".misoudon","#0","上完课人齐了叫我","",""
"2020-03-31,23:35:03","itwillbe_fine","#0","是will","",""
"2020-03-31,23:35:07","itwillbe_fine","#0","但是will要睡了","",""
"2020-04-01,18:02:48","itwillbe_fine","#0","can you hear me?","",""
"2020-04-01,18:58:12",".misoudon","#0","_play Eminem Godzilla","",""
"2020-04-01,18:58:13","Octave","#8315","","",""
"2020-04-01,18:58:13","Octave","#8315","","",""
"2020-04-01,18:58:17",".misoudon","#0","_play bank account","",""
"2020-04-01,18:58:18","Octave","#8315","","",""
"2020-04-01,18:58:24",".misoudon","#0","_play kill shot","",""
"2020-04-01,18:58:25","Octave","#8315","","",""
"2020-04-01,18:58:40",".misoudon","#0","_play relationship","",""
"2020-04-01,18:58:41","Octave","#8315","","",""
"2020-04-01,18:59:03",".misoudon","#0","_play 50 feet","",""
"2020-04-01,18:59:04","Octave","#8315","","",""
"2020-04-01,19:02:41","Octave","#8315","","",""
"2020-04-01,19:06:22","Octave","#8315","","",""
"2020-04-01,19:10:36","Octave","#8315","","",""
"2020-04-01,19:14:38","Octave","#8315","","",""
"2020-04-01,19:16:51",".misoudon","#0","_queue","",""
"2020-04-01,19:16:51","Octave","#8315","","",""
"2020-04-01,20:06:02","然_","#5256","baohu","",""
"2020-04-10,19:21:47","itwillbe_fine","#0","好了群里@我一下","",""
"2020-04-17,11:01:18","Deleted User","#0000","<@!688923339166711866>","white_give#0",""
"2020-04-17,11:01:29","Deleted User","#0000","不要在公告发东西","",""
"2020-04-17,11:01:33","white_give","#0","我可以打公告吗","",""
"2020-04-17,11:01:41","Deleted User","#0000","可以啊","",""
"2020-04-17,11:01:56","white_give","#0","我可以pinned吗","",""
"2020-04-17,11:02:02","Deleted User","#0000","你是不是可以修改我的","",""
"2020-04-17,11:02:03","Deleted User","#0000","可以","",""
"2020-04-17,11:02:23","white_give","#0","👌","",""
"2020-04-17,11:03:01",".misoudon","#0","公告在哪看啊","",""
"2020-04-17,11:03:08",".misoudon","#0","他歇啥了","",""
"2020-04-17,11:03:10",".misoudon","#0","写","",""
"2020-04-17,11:06:25",".misoudon","#0","。。。","",""
"2020-04-17,11:06:51",".misoudon","#0","u1s1","",""
"2020-04-17,11:07:10","Deleted User","#0000","咋了","",""
"2020-04-17,11:07:13",".misoudon","#0","狗lewis是船长","",""
"2020-04-17,11:07:29",".misoudon","#0","will和henry是啥来着","",""
"2020-04-17,11:07:47","Deleted User","#0000","不知道","",""
"2020-04-17,11:07:55","Deleted User","#0000","<@!650875400813150208> <@!486098923488935948>","itwillbe_fine#0、然_#5256",""
"2020-04-17,11:08:10",".misoudon","#0","薇恩这画手我也是笑死","",""
"2020-04-17,11:08:16",".misoudon","#0","花手","",""
"2020-04-17,11:08:53","white_give","#0","您还记得我的天神剑魔否？","",""
"2020-04-17,11:09:25",".misoudon","#0","你剑魔咋的啦？","",""
"2020-04-17,11:09:35",".misoudon","#0","？？？","",""
"2020-04-17,11:09:49","white_give","#0","您还记得我的剑魔4打5拿下比赛吗","",""
"2020-04-17,11:10:08","white_give","#0","您还记得您当天说了啥话否💩","",""
"2020-04-17,11:10:10","Deleted User","#0000","不记得了","",""
"2020-04-17,11:10:19","Deleted User","#0000","快爪巴","",""
"2020-04-17,11:10:20",".misoudon","#0","哪把？","",""
"2020-04-17,11:10:26","white_give","#0","哇你这个lewis","",""
"2020-04-17,11:10:27",".misoudon","#0","不是他在说啥","",""
"2020-04-17,11:10:40",".misoudon","#0","我咋懵了","",""
"2020-04-17,11:10:42","white_give","#0","诶算了算了","",""
"2020-04-17,11:10:44","Deleted User","#0000","看吧","",""
"2020-04-17,11:10:56","Deleted User","#0000","其实我是知道的","",""
"2020-04-17,11:10:58","Deleted User","#0000","嘻嘻","",""
"2020-04-17,11:11:03","Deleted User","#0000","hhhhhhhhh","",""
"2020-04-17,11:11:04",".misoudon","#0","哦哦哦哦哦","",""
"2020-04-17,11:11:08",".misoudon","#0","知道了知道了","",""
"2020-04-17,11:11:14","Deleted User","#0000","不你不知道","",""
"2020-04-17,11:11:14",".misoudon","#0","你的全套不会跑的","",""
"2020-04-17,11:11:29","white_give","#0","但是我不是很需要全套","",""
"2020-04-17,11:11:30",".misoudon","#0","<@688923339166711866> 你全套不会跑的","white_give#0",""
"2020-04-17,11:11:44",".misoudon","#0","那你要啥","",""
"2020-04-17,11:11:50","white_give","#0","我只需要2of them","",""
"2020-04-17,11:11:55","Deleted User","#0000","那我的全套呢","",""
"2020-04-17,11:12:02",".misoudon","#0","我就买个锤石j","",""
"2020-04-17,11:12:10",".misoudon","#0","你给我滚","",""
"2020-04-17,11:12:22",".misoudon","#0","我就说给你上单位","",""
"2020-04-17,11:12:26","white_give","#0","等出了再说吧","",""
"2020-04-17,11:12:31","white_give","#0","我感觉没那么快呢","",""
"2020-04-17,11:12:44",".misoudon","#0","估计还得等俩patch","",""
"2020-04-17,11:12:51",".misoudon","#0","说实话","",""
"2020-04-17,11:12:52","white_give","#0","嗯","",""
"2020-04-17,11:12:56",".misoudon","#0","没ig好看","",""
"2020-04-17,11:13:03",".misoudon","#0","感觉有点捞","",""
"2020-04-17,11:13:06","white_give","#0","差远了","",""
"2020-04-17,11:13:56",".misoudon","#0","感觉特效太糊弄人了","",""
"2020-04-17,11:14:13",".misoudon","#0","皮肤出的快","",""
"2020-04-17,11:14:22",".misoudon","#0","捞钱第一名","",""
"2020-04-17,11:14:42","white_give","#0","https://tenor.com/view/umm-confused-wtf-blinking-okay-gif-7513882","",""
"2020-04-17,11:59:40","itwillbe_fine","#0","<@!534634605664403456> 我的是石头人",".misoudon#0",""
"2020-04-17,11:59:47",".misoudon","#0","哦哦哦哦哦哦","",""
"2020-04-17,11:59:49",".misoudon","#0","okok","",""
"2020-04-17,12:00:07","itwillbe_fine","#0","谢谢老板","",""
"2020-04-17,12:00:21","itwillbe_fine","#0","老板身体欠安","",""
"2020-04-17,12:00:29","itwillbe_fine","#0","不对","",""
"2020-04-17,12:00:29",".misoudon","#0","henry是啥来着","",""
"2020-04-17,12:00:32","itwillbe_fine","#0","是健康","",""
"2020-04-17,12:00:37","itwillbe_fine","#0","你问Henry","",""
"2020-04-17,12:00:46",".misoudon","#0","我欠安啥","",""
"2020-04-17,12:00:50",".misoudon","#0","我好得很","",""
"2020-04-17,12:00:54",".misoudon","#0","😂","",""
"2020-04-17,22:51:19","itwillbe_fine","#0","我溜了各位","",""
"2020-04-22,12:14:36","Deleted User","#0000","我笑死了","",""
"2020-04-22,12:14:46","Deleted User","#0000","居然可以随便踢人","",""
"2020-04-22,12:14:47","itwillbe_fine","#0","互相踢","",""
"2020-04-22,12:14:52","itwillbe_fine","#0","真的恐怖","",""
"2020-04-22,12:14:54","Deleted User","#0000","和静音","",""
"2020-04-22,12:15:02","Deleted User","#0000","哈哈哈哈哈哈
我真的笑死了","",""
"2020-04-22,12:15:02","itwillbe_fine","#0","其实我们可以静老师音的","",""
"2020-04-22,12:15:09","itwillbe_fine","#0","还可以把老师踢出去","",""
"2020-04-22,12:15:10","Deleted User","#0000","一说话","",""
"2020-04-22,12:15:18","Deleted User","#0000","就静音","",""
"2020-04-22,12:15:20","itwillbe_fine","#0","我们中文课试了一下","",""
"2020-04-22,12:15:26","Deleted User","#0000","我笑死了","",""
"2020-04-22,12:15:43","white_give","#0","中文？","",""
"2020-04-22,12:15:45","itwillbe_fine","#0","那个人好像又被踢出去了","",""
"2020-04-22,12:15:49","Deleted User","#0000","哈哈哈哈哈哈","",""
"2020-04-22,12:15:50","Deleted User","#0000","对的","",""
"2020-04-22,12:15:50","white_give","#0","人要🈚️了","",""
"2020-04-22,12:15:54","Deleted User","#0000","太好笑了","",""
"2020-04-22,12:16:09","Deleted User","#0000","一说话就被内鬼静音","",""
"2020-04-22,12:16:12","Deleted User","#0000","哈哈哈哈哈哈哈","",""
"2020-04-22,12:16:23","white_give","#0","这个可以知道是谁干的吗","",""
"2020-04-22,12:16:29","Deleted User","#0000","不可以","",""
"2020-04-22,12:16:29","itwillbe_fine","#0","对啊","",""
"2020-04-22,12:16:32","itwillbe_fine","#0","那不是","",""
"2020-04-22,12:16:35","white_give","#0","woc那岂不是","",""
"2020-04-22,12:16:35","itwillbe_fine","#0","很搞","",""
"2020-04-22,12:16:42","Deleted User","#0000","我笑死了","",""
"2020-04-22,12:16:43","white_give","#0","无法无天之法外狂徒？","",""
"2020-04-22,12:16:46","Deleted User","#0000","对对对","",""
"2020-04-22,12:16:49","Deleted User","#0000","有内鬼","",""
"2020-04-22,12:17:02","white_give","#0","https://tenor.com/view/clapping-leonardo-dicaprio-leo-dicaprio-gif-10584134","",""
"2020-04-22,12:17:29",".misoudon","#0","我们也一样","",""
"2020-04-22,12:17:49",".misoudon","#0","还有哦","",""
"2020-04-22,12:18:01",".misoudon","#0","祝我们小Faker生日快乐","",""
"2020-04-22,12:18:03",".misoudon","#0","哇呜","",""
"2020-04-22,12:21:03","Deleted User","#0000","☃️☃️☃️☃️☃️☃️","",""
"2020-04-22,12:25:07","white_give","#0","https://tenor.com/view/thumbsup-hansolo-starwars-harrisonford-gif-9726119","",""
"2020-04-22,12:28:43","Deleted User","#0000","我有点想踢一手will","",""
"2020-04-22,12:28:48","Deleted User","#0000","哈哈哈哈哈哈哈","",""
"2020-04-22,12:28:55","Deleted User","#0000","想法有点危险","",""
"2020-04-22,12:29:15",".misoudon","#0","等开学你可能就狗头不保了","",""
"2020-04-22,12:29:22","itwillbe_fine","#0","先发制人","",""
"2020-04-22,12:29:33","Deleted User","#0000","给我爬","",""
"2020-04-22,12:29:33","itwillbe_fine","#0","别搞了","",""
"2020-04-22,12:29:37","itwillbe_fine","#0","就搞一次就行了","",""
"2020-04-22,12:29:39","Deleted User","#0000","看不见是谁对吧","",""
"2020-04-22,12:29:52","Deleted User","#0000","那我高其他人去了","",""
"2020-04-22,12:29:56","itwillbe_fine","#0","行","",""
"2020-04-22,12:30:01","itwillbe_fine","#0","别搞我就行了","",""
"2020-04-22,12:30:02","itwillbe_fine","#0","哥哥","",""
"2020-04-22,12:30:04","itwillbe_fine","#0","我很可怜的","",""
"2020-04-22,12:30:08","Deleted User","#0000","行","",""
"2020-04-22,12:30:09","itwillbe_fine","#0","弱小又无辜","",""
"2020-04-22,12:30:11","Deleted User","#0000","哈哈哈哈哈哈哈哈","",""
"2020-04-22,12:30:18","Deleted User","#0000","这个太搞了","",""
"2020-04-22,12:30:52","itwillbe_fine","#0","你不会把matthew又踢出去了把","",""
"2020-04-22,12:31:02","Deleted User","#0000","不是我干的","",""
"2020-04-22,12:31:05","itwillbe_fine","#0","哈哈哈","",""
"2020-04-22,12:31:09","itwillbe_fine","#0","他又出去了","",""
"2020-04-22,12:31:12","itwillbe_fine","#0","太搞了","",""
"2020-04-22,12:31:21","Deleted User","#0000","我想搞潇洒希哥","",""
"2020-04-22,12:31:29","itwillbe_fine","#0","试一波","",""
"2020-04-22,12:31:36","Deleted User","#0000","哈哈哈哈","",""
"2020-04-22,12:31:38","itwillbe_fine","#0","我觉得","",""
"2020-04-22,12:31:46","itwillbe_fine","#0","会很危","",""
"2020-04-22,12:32:46","itwillbe_fine","#0","我觉得如果在上课的时候别搞","",""
"2020-04-22,12:33:01","itwillbe_fine","#0","万一那个人漏听了什么","",""
"2020-04-22,12:33:04","itwillbe_fine","#0","就很难受","",""
"2020-04-22,12:33:36",".misoudon","#0","反正也不是你漏👂","",""
"2020-04-22,12:33:36","itwillbe_fine","#0","？？","",""
"2020-04-22,12:33:38","itwillbe_fine","#0","你在","",""
"2020-04-22,12:33:39","itwillbe_fine","#0","干什么","",""
"2020-04-22,12:33:40","Deleted User","#0000","will","",""
"2020-04-22,12:33:43","Deleted User","#0000","你在干什么","",""
"2020-04-22,12:33:46","Deleted User","#0000","踢我干嘛","",""
"2020-04-22,12:33:50","itwillbe_fine","#0","不是我","",""
"2020-04-22,12:33:54","itwillbe_fine","#0","我没动","",""
"2020-04-22,12:34:01","Deleted User","#0000","还是说Henry在搞、","",""
"2020-04-22,12:34:01","itwillbe_fine","#0","真别搞","",""
"2020-04-22,12:34:03","Deleted User","#0000","我吐了","",""
"2020-04-22,12:34:06","itwillbe_fine","#0","我真没动","",""
"2020-04-22,12:34:08","Deleted User","#0000","挑起矛盾","",""
"2020-04-22,12:34:14","itwillbe_fine","#0","我忽然就被踢了","",""
"2020-04-22,12:34:32","Deleted User","#0000","憨宝别窥屏了","",""
"2020-04-22,12:34:35","itwillbe_fine","#0","有可能是han宝","",""
"2020-04-22,12:34:52","itwillbe_fine","#0","出来han宝","",""
"2020-04-22,13:11:56","然_","#5256","?","",""
"2020-04-22,13:12:02","然_","#5256","怎么回事","",""
"2020-04-23,15:11:12","itwillbe_fine","#0","我来听William","",""
"2020-04-23,15:11:13","itwillbe_fine","#0","的","",""
"2020-04-23,15:11:15","itwillbe_fine","#0","歌","",""
"2020-04-23,15:11:28","itwillbe_fine","#0","就离谱","",""
"2020-04-23,20:57:52","itwillbe_fine","#0","害怕","",""
